Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
43018,Etna,OH,39.956994,-82.68307,-5,1,"39.956994, -82.68307"
43117,Derby,OH,39.773025,-83.199472,-5,1,"39.773025, -83.199472"
43240,Columbus,OH,40.146873,-82.98178,-5,1,"40.146873, -82.98178"
45307,Bowersville,OH,39.580198,-83.72363,-5,1,"39.580198, -83.72363"
43235,Columbus,OH,40.099204,-83.05567,-5,1,"40.099204, -83.05567"
44334,Akron,OH,41.128705,-81.53999,-5,1,"41.128705, -81.53999"
44646,Massillon,OH,40.805131,-81.50101,-5,1,"40.805131, -81.50101"
45231,Cincinnati,OH,39.242608,-84.5453,-5,1,"39.242608, -84.5453"
45348,New Weston,OH,40.332705,-84.65016,-5,1,"40.332705, -84.65016"
43310,Belle Center,OH,40.518081,-83.78052,-5,1,"40.518081, -83.78052"
44491,West Farmington,OH,41.369527,-80.96327,-5,1,"41.369527, -80.96327"
45713,Bartlett,OH,39.419647,-81.8164,-5,1,"39.419647, -81.8164"
43211,Columbus,OH,40.012714,-82.97127,-5,1,"40.012714, -82.97127"
45177,Wilmington,OH,39.463476,-83.84446,-5,1,"39.463476, -83.84446"
45003,College Corner,OH,39.575126,-84.7905,-5,1,"39.575126, -84.7905"
43961,Stratton,OH,40.523054,-80.6294,-5,1,"40.523054, -80.6294"
45241,Cincinnati,OH,39.276271,-84.39324,-5,1,"39.276271, -84.39324"
44113,Cleveland,OH,41.484688,-81.70125,-5,1,"41.484688, -81.70125"
45253,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
43103,Ashville,OH,39.720751,-82.94842,-5,1,"39.720751, -82.94842"
43930,Hammondsville,OH,40.566375,-80.76929,-5,1,"40.566375, -80.76929"
44846,Milan,OH,41.306205,-82.60611,-5,1,"41.306205, -82.60611"
45374,Troy,OH,40.03997,-84.229799,-5,1,"40.03997, -84.229799"
45430,Dayton,OH,39.710787,-84.08192,-5,1,"39.710787, -84.08192"
43330,Kirby,OH,40.813023,-83.419606,-5,1,"40.813023, -83.419606"
43723,Byesville,OH,39.968985,-81.54108,-5,1,"39.968985, -81.54108"
45440,Dayton,OH,39.674192,-84.11029,-5,1,"39.674192, -84.11029"
43320,Edison,OH,40.583666,-82.88443,-5,1,"40.583666, -82.88443"
43945,Salineville,OH,40.624307,-80.83872,-5,1,"40.624307, -80.83872"
45362,Rossburg,OH,40.28577,-84.63891,-5,1,"40.28577, -84.63891"
45449,Dayton,OH,39.664226,-84.24201,-5,1,"39.664226, -84.24201"
43340,Mount Victory,OH,40.547039,-83.49204,-5,1,"40.547039, -83.49204"
43542,Monclova,OH,41.577428,-83.76396,-5,1,"41.577428, -83.76396"
44033,East Claridon,OH,41.53335,-81.111175,-5,1,"41.53335, -81.111175"
44201,Atwater,OH,41.020057,-81.20037,-5,1,"41.020057, -81.20037"
43126,Harrisburg,OH,39.810093,-83.17085,-5,1,"39.810093, -83.17085"
45370,Spring Valley,OH,39.600367,-84.02586,-5,1,"39.600367, -84.02586"
43359,Wharton,OH,40.863848,-83.45714,-5,1,"40.863848, -83.45714"
44650,Maximo,OH,40.874558,-81.173873,-5,1,"40.874558, -81.173873"
45764,Nelsonville,OH,39.450463,-82.22975,-5,1,"39.450463, -82.22975"
44422,Greenford,OH,41.017082,-80.802854,-5,1,"41.017082, -80.802854"
45302,Anna,OH,40.40476,-84.19578,-5,1,"40.40476, -84.19578"
44130,Cleveland,OH,41.378051,-81.77945,-5,1,"41.378051, -81.77945"
44424,Hartford,OH,41.309096,-80.584681,-5,1,"41.309096, -80.584681"
44632,Hartville,OH,40.96289,-81.32814,-5,1,"40.96289, -81.32814"
45203,Cincinnati,OH,39.104127,-84.53067,-5,1,"39.104127, -84.53067"
43717,Belle Valley,OH,39.789241,-81.55483,-5,1,"39.789241, -81.55483"
45809,Gomer,OH,40.844554,-84.18324,-5,1,"40.844554, -84.18324"
43756,McConnelsville,OH,39.675911,-81.79548,-5,1,"39.675911, -81.79548"
45140,Loveland,OH,39.258653,-84.2651,-5,1,"39.258653, -84.2651"
45319,Donnelsville,OH,39.918936,-83.944909,-5,1,"39.918936, -83.944909"
43944,Richmond,OH,40.43273,-80.76692,-5,1,"40.43273, -80.76692"
44431,Leetonia,OH,40.864494,-80.75848,-5,1,"40.864494, -80.75848"
45209,Cincinnati,OH,39.15406,-84.43086,-5,1,"39.15406, -84.43086"
45365,Sidney,OH,40.284855,-84.15974,-5,1,"40.284855, -84.15974"
44030,Conneaut,OH,41.934916,-80.57923,-5,1,"41.934916, -80.57923"
45403,Dayton,OH,39.762708,-84.15294,-5,1,"39.762708, -84.15294"
43824,Fresno,OH,40.357857,-81.75288,-5,1,"40.357857, -81.75288"
45772,Reedsville,OH,39.143542,-81.83724,-5,1,"39.143542, -81.83724"
43940,Neffs,OH,40.027491,-80.81606,-5,1,"40.027491, -80.81606"
44439,Mesopotamia,OH,41.459359,-80.942716,-5,1,"41.459359, -80.942716"
44313,Akron,OH,41.123588,-81.57129,-5,1,"41.123588, -81.57129"
44288,Windham,OH,41.242864,-81.07101,-5,1,"41.242864, -81.07101"
44420,Girard,OH,41.160758,-80.693,-5,1,"41.160758, -80.693"
45862,Mendon,OH,40.669102,-84.52245,-5,1,"40.669102, -84.52245"
45222,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
43988,Scio,OH,40.405788,-81.10432,-5,1,"40.405788, -81.10432"
44308,Akron,OH,41.081755,-81.51813,-5,1,"41.081755, -81.51813"
43054,New Albany,OH,40.080252,-82.82462,-5,1,"40.080252, -82.82462"
44640,Limaville,OH,40.983308,-81.14682,-5,1,"40.983308, -81.14682"
45243,Cincinnati,OH,39.18466,-84.36014,-5,1,"39.18466, -84.36014"
43318,De Graff,OH,40.314099,-83.91041,-5,1,"40.314099, -83.91041"
45641,Morgan,OH,38.967813,-82.220469,-5,1,"38.967813, -82.220469"
43445,Martin,OH,41.596682,-83.28985,-5,1,"41.596682, -83.28985"
43615,Toledo,OH,41.6522,-83.67037,-5,1,"41.6522, -83.67037"
44041,Geneva,OH,41.802618,-80.94645,-5,1,"41.802618, -80.94645"
43937,Maynard,OH,40.130167,-80.877264,-5,1,"40.130167, -80.877264"
44223,Cuyahoga Falls,OH,41.1486,-81.51241,-5,1,"41.1486, -81.51241"
44430,Leavittsburg,OH,41.24168,-80.88588,-5,1,"41.24168, -80.88588"
44853,New Riegel,OH,41.057873,-83.29505,-5,1,"41.057873, -83.29505"
45767,New Matamoras,OH,39.524674,-81.12031,-5,1,"39.524674, -81.12031"
43933,Jacobsburg,OH,39.938218,-80.89033,-5,1,"39.938218, -80.89033"
44902,Mansfield,OH,40.759156,-82.51118,-5,1,"40.759156, -82.51118"
43071,Saint Louisville,OH,40.173402,-82.36653,-5,1,"40.173402, -82.36653"
45674,Rio Grande,OH,38.881743,-82.38091,-5,1,"38.881743, -82.38091"
45039,Maineville,OH,39.317735,-84.24728,-5,1,"39.317735, -84.24728"
43287,Columbus,OH,39.969036,-83.011389,-5,1,"39.969036, -83.011389"
45054,Oregonia,OH,39.44415,-84.06299,-5,1,"39.44415, -84.06299"
45861,Melrose,OH,41.090714,-84.41948,-5,1,"41.090714, -84.41948"
43335,Martel,OH,40.668497,-82.909984,-5,1,"40.668497, -82.909984"
43538,Monclova,OH,41.597362,-83.806053,-5,1,"41.597362, -83.806053"
43450,Pemberville,OH,41.4031,-83.47664,-5,1,"41.4031, -83.47664"
43950,Saint Clairsville,OH,40.086725,-80.90826,-5,1,"40.086725, -80.90826"
43030,Jacksontown,OH,39.968846,-82.430017,-5,1,"39.968846, -82.430017"
43136,Lithopolis,OH,39.802655,-82.80802,-5,1,"39.802655, -82.80802"
43212,Columbus,OH,39.988114,-83.04268,-5,1,"39.988114, -83.04268"
43840,Stone Creek,OH,40.406106,-81.58374,-5,1,"40.406106, -81.58374"
44809,Bascom,OH,41.132988,-83.28328,-5,1,"41.132988, -83.28328"
45237,Cincinnati,OH,39.188859,-84.45798,-5,1,"39.188859, -84.45798"
43144,Murray City,OH,39.513028,-82.1665,-5,1,"39.513028, -82.1665"
43463,Stony Ridge,OH,41.509051,-83.508531,-5,1,"41.509051, -83.508531"
45036,Lebanon,OH,39.440152,-84.22175,-5,1,"39.440152, -84.22175"
43209,Columbus,OH,39.958564,-82.92824,-5,1,"39.958564, -82.92824"
45422,Dayton,OH,39.758058,-84.20009,-5,1,"39.758058, -84.20009"
44024,Chardon,OH,41.574171,-81.19473,-5,1,"41.574171, -81.19473"
44671,Sandyville,OH,40.641188,-81.36885,-5,1,"40.641188, -81.36885"
45150,Milford,OH,39.168818,-84.24995,-5,1,"39.168818, -84.24995"
44485,Warren,OH,41.237856,-80.84356,-5,1,"41.237856, -80.84356"
45389,Christiansburg,OH,40.055737,-84.02525,-5,1,"40.055737, -84.02525"
43666,Toledo,OH,41.678167,-83.497155,-5,1,"41.678167, -83.497155"
43010,Catawba,OH,40.000364,-83.62142,-5,1,"40.000364, -83.62142"
43525,Haskins,OH,41.466185,-83.70725,-5,1,"41.466185, -83.70725"
44054,Sheffield Lake,OH,41.48054,-82.09914,-5,1,"41.48054, -82.09914"
44089,Vermilion,OH,41.407845,-82.3648,-5,1,"41.407845, -82.3648"
45114,Cuba,OH,39.362778,-83.86432,-5,1,"39.362778, -83.86432"
45369,South Vienna,OH,39.942716,-83.60235,-5,1,"39.942716, -83.60235"
43716,Beallsville,OH,39.841646,-81.02104,-5,1,"39.841646, -81.02104"
45849,Grover Hill,OH,41.012,-84.46683,-5,1,"41.012, -84.46683"
43112,Carroll,OH,39.803993,-82.70953,-5,1,"39.803993, -82.70953"
44302,Akron,OH,41.089405,-81.53973,-5,1,"41.089405, -81.53973"
45424,Dayton,OH,39.840308,-84.12227,-5,1,"39.840308, -84.12227"
43519,Evansport,OH,41.422158,-84.396619,-5,1,"41.422158, -84.396619"
44678,Somerdale,OH,40.565209,-81.35014,-5,1,"40.565209, -81.35014"
45227,Cincinnati,OH,39.15201,-84.38348,-5,1,"39.15201, -84.38348"
45858,McComb,OH,41.106245,-83.80463,-5,1,"41.106245, -83.80463"
43520,Farmer,OH,41.39066,-84.631322,-5,1,"41.39066, -84.631322"
43605,Toledo,OH,41.642549,-83.5104,-5,1,"41.642549, -83.5104"
43545,Napoleon,OH,41.388278,-84.12511,-5,1,"41.388278, -84.12511"
44767,Canton,OH,40.895721,-81.424552,-5,1,"40.895721, -81.424552"
44415,Elkton,OH,40.76304,-80.704245,-5,1,"40.76304, -80.704245"
44721,Canton,OH,40.886297,-81.33145,-5,1,"40.886297, -81.33145"
43718,Belmont,OH,40.028171,-81.00679,-5,1,"40.028171, -81.00679"
44660,Mount Hope,OH,40.622284,-81.782532,-5,1,"40.622284, -81.782532"
43203,Columbus,OH,39.9718,-82.9688,-5,1,"39.9718, -82.9688"
43260,Columbus,OH,39.969036,-83.011389,-5,1,"39.969036, -83.011389"
44470,Southington,OH,41.294453,-80.9552,-5,1,"41.294453, -80.9552"
43601,Toledo,OH,41.720684,-83.569359,-5,1,"41.720684, -83.569359"
43466,Wayne,OH,41.28953,-83.50215,-5,1,"41.28953, -83.50215"
45886,Scott,OH,40.9871,-84.6073,-5,1,"40.9871, -84.6073"
44454,Petersburg,OH,40.910669,-80.53069,-5,1,"40.910669, -80.53069"
44192,Cleveland,OH,41.685744,-81.672797,-5,1,"41.685744, -81.672797"
45153,Moscow,OH,38.8702,-84.2025,-5,1,"38.8702, -84.2025"
44285,Wayland,OH,41.159706,-81.070017,-5,1,"41.159706, -81.070017"
44880,Sullivan,OH,41.038842,-82.21779,-5,1,"41.038842, -82.21779"
45431,Dayton,OH,39.765259,-84.10262,-5,1,"39.765259, -84.10262"
45224,Cincinnati,OH,39.204959,-84.53734,-5,1,"39.204959, -84.53734"
45760,Middleport,OH,39.006757,-82.08208,-5,1,"39.006757, -82.08208"
43443,Luckey,OH,41.455078,-83.47735,-5,1,"41.455078, -83.47735"
45739,Hockingport,OH,39.197888,-81.744573,-5,1,"39.197888, -81.744573"
44110,Cleveland,OH,41.562781,-81.57273,-5,1,"41.562781, -81.57273"
43119,Galloway,OH,39.939871,-83.1667,-5,1,"39.939871, -83.1667"
43467,West Millgrove,OH,41.245763,-83.48948,-5,1,"41.245763, -83.48948"
45113,Clarksville,OH,39.397066,-83.98239,-5,1,"39.397066, -83.98239"
45826,Chickasaw,OH,40.428177,-84.633484,-5,1,"40.428177, -84.633484"
43015,Delaware,OH,40.295925,-83.06968,-5,1,"40.295925, -83.06968"
44396,Akron,OH,41.128705,-81.53999,-5,1,"41.128705, -81.53999"
44417,Farmdale,OH,41.428487,-80.65551,-5,1,"41.428487, -80.65551"
44260,Mogadore,OH,41.043123,-81.36518,-5,1,"41.043123, -81.36518"
44601,Alliance,OH,40.917908,-81.11641,-5,1,"40.917908, -81.11641"
45437,Dayton,OH,39.750471,-84.268593,-5,1,"39.750471, -84.268593"
43058,Newark,OH,40.095148,-82.482659,-5,1,"40.095148, -82.482659"
44874,Savannah,OH,40.963743,-82.36547,-5,1,"40.963743, -82.36547"
43985,Holloway,OH,40.011338,-80.970135,-5,1,"40.011338, -80.970135"
44712,Canton,OH,40.811809,-81.368284,-5,1,"40.811809, -81.368284"
45335,Jamestown,OH,39.62434,-83.74587,-5,1,"39.62434, -83.74587"
45770,Portland,OH,38.988699,-81.8019,-5,1,"38.988699, -81.8019"
43660,Toledo,OH,41.654649,-83.532883,-5,1,"41.654649, -83.532883"
44319,Akron,OH,40.990922,-81.52953,-5,1,"40.990922, -81.52953"
44406,Canfield,OH,41.029666,-80.76396,-5,1,"41.029666, -80.76396"
45441,Dayton,OH,39.750471,-84.268593,-5,1,"39.750471, -84.268593"
43358,West Mansfield,OH,40.413252,-83.53853,-5,1,"40.413252, -83.53853"
43011,Centerburg,OH,40.304121,-82.68029,-5,1,"40.304121, -82.68029"
43349,Shauck,OH,40.614239,-82.661938,-5,1,"40.614239, -82.661938"
43697,Toledo,OH,41.686778,-83.43943,-5,1,"41.686778, -83.43943"
44080,Parkman,OH,41.372452,-81.06617,-5,1,"41.372452, -81.06617"
43805,Blissfield,OH,40.398274,-81.968787,-5,1,"40.398274, -81.968787"
43528,Holland,OH,41.626651,-83.73047,-5,1,"41.626651, -83.73047"
43537,Maumee,OH,41.576992,-83.672,-5,1,"41.576992, -83.672"
43935,Martins Ferry,OH,40.103877,-80.73327,-5,1,"40.103877, -80.73327"
44440,Mineral Ridge,OH,41.146334,-80.77271,-5,1,"41.146334, -80.77271"
45781,Torch,OH,39.368235,-82.010132,-5,1,"39.368235, -82.010132"
45813,Antwerp,OH,41.18312,-84.73533,-5,1,"41.18312, -84.73533"
43346,Roundhead,OH,40.573227,-83.846199,-5,1,"40.573227, -83.846199"
43070,Rosewood,OH,40.217799,-83.96044,-5,1,"40.217799, -83.96044"
44647,Massillon,OH,40.793924,-81.55252,-5,1,"40.793924, -81.55252"
45025,Hamilton,OH,39.440956,-84.575746,-5,1,"39.440956, -84.575746"
45836,Dunkirk,OH,40.790676,-83.63856,-5,1,"40.790676, -83.63856"
43160,Washington Court House,OH,39.533002,-83.43905,-5,1,"39.533002, -83.43905"
45349,North Hampton,OH,39.990945,-83.94049,-5,1,"39.990945, -83.94049"
44303,Akron,OH,41.103205,-81.53625,-5,1,"41.103205, -81.53625"
44629,Gnadenhutten,OH,40.359172,-81.4351,-5,1,"40.359172, -81.4351"
44857,Norwalk,OH,41.236357,-82.60185,-5,1,"41.236357, -82.60185"
45099,Monroe,OH,39.440956,-84.575746,-5,1,"39.440956, -84.575746"
45263,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
43976,Hopedale,OH,40.352364,-80.90465,-5,1,"40.352364, -80.90465"
45439,Dayton,OH,39.695702,-84.21688,-5,1,"39.695702, -84.21688"
43143,Mount Sterling,OH,39.710455,-83.28776,-5,1,"39.710455, -83.28776"
45782,Trimble,OH,39.483798,-82.07788,-5,1,"39.483798, -82.07788"
43767,Norwich,OH,39.990948,-81.80629,-5,1,"39.990948, -81.80629"
44048,Kingsville,OH,41.866806,-80.64962,-5,1,"41.866806, -80.64962"
44438,Masury,OH,41.22832,-80.53175,-5,1,"41.22832, -80.53175"
44865,Plymouth,OH,40.99388,-82.67743,-5,1,"40.99388, -82.67743"
45212,Cincinnati,OH,39.160693,-84.4545,-5,1,"39.160693, -84.4545"
45652,McDermott,OH,38.833053,-83.07498,-5,1,"38.833053, -83.07498"
44189,Cleveland,OH,41.685744,-81.672797,-5,1,"41.685744, -81.672797"
44815,Bettsville,OH,41.244095,-83.23348,-5,1,"41.244095, -83.23348"
45721,Coal Run,OH,39.430738,-81.44512,-5,1,"39.430738, -81.44512"
43534,McClure,OH,41.368743,-83.93422,-5,1,"41.368743, -83.93422"
44286,Richfield,OH,41.233722,-81.63222,-5,1,"41.233722, -81.63222"
44412,Diamond,OH,41.099351,-81.00605,-5,1,"41.099351, -81.00605"
44179,Cleveland,OH,41.685744,-81.672797,-5,1,"41.685744, -81.672797"
45678,Scottown,OH,38.615111,-82.38004,-5,1,"38.615111, -82.38004"
44904,Mansfield,OH,40.678208,-82.58207,-5,1,"40.678208, -82.58207"
44397,Akron,OH,41.071603,-81.525556,-5,1,"41.071603, -81.525556"
43952,Steubenville,OH,40.371185,-80.63426,-5,1,"40.371185, -80.63426"
43322,Green Camp,OH,40.531614,-83.20937,-5,1,"40.531614, -83.20937"
44882,Sycamore,OH,40.953556,-83.14177,-5,1,"40.953556, -83.14177"
45317,Conover,OH,40.170605,-84.02446,-5,1,"40.170605, -84.02446"
43730,Corning,OH,39.617263,-82.09325,-5,1,"39.617263, -82.09325"
44137,Maple Heights,OH,41.412653,-81.56067,-5,1,"41.412653, -81.56067"
44215,Chippewa Lake,OH,41.069151,-81.90358,-5,1,"41.069151, -81.90358"
45314,Cedarville,OH,39.744577,-83.79697,-5,1,"39.744577, -83.79697"
43222,Columbus,OH,39.958664,-83.02856,-5,1,"39.958664, -83.02856"
45822,Celina,OH,40.542778,-84.58232,-5,1,"40.542778, -84.58232"
43736,Fairview,OH,40.064971,-81.255793,-5,1,"40.064971, -81.255793"
44040,Gates Mills,OH,41.532584,-81.41052,-5,1,"41.532584, -81.41052"
43006,Brinkhaven,OH,40.471139,-82.16947,-5,1,"40.471139, -82.16947"
44237,Hudson,OH,41.128705,-81.53999,-5,1,"41.128705, -81.53999"
45225,Cincinnati,OH,39.13741,-84.54112,-5,1,"39.13741, -84.54112"
43074,Sunbury,OH,40.270926,-82.84501,-5,1,"40.270926, -82.84501"
43543,Montpelier,OH,41.609365,-84.62292,-5,1,"41.609365, -84.62292"
43554,Pioneer,OH,41.65973,-84.56225,-5,1,"41.65973, -84.56225"
44625,East Rochester,OH,40.758473,-81.00795,-5,1,"40.758473, -81.00795"
45277,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
45426,Dayton,OH,39.802606,-84.30196,-5,1,"39.802606, -84.30196"
43028,Howard,OH,40.42065,-82.31485,-5,1,"40.42065, -82.31485"
43205,Columbus,OH,39.957265,-82.96587,-5,1,"39.957265, -82.96587"
43789,Sycamore Valley,OH,39.654386,-81.240732,-5,1,"39.654386, -81.240732"
43152,South Bloomingville,OH,39.387214,-82.62314,-5,1,"39.387214, -82.62314"
43325,Iberia,OH,40.60796,-82.872954,-5,1,"40.60796, -82.872954"
45414,Dayton,OH,39.820807,-84.19381,-5,1,"39.820807, -84.19381"
45711,Amesville,OH,39.429095,-81.94337,-5,1,"39.429095, -81.94337"
45459,Dayton,OH,39.644609,-84.16931,-5,1,"39.644609, -84.16931"
43441,Lemoyne,OH,41.536132,-83.45938,-5,1,"41.536132, -83.45938"
43619,Northwood,OH,41.607416,-83.48322,-5,1,"41.607416, -83.48322"
43773,Quaker City,OH,39.991056,-81.28517,-5,1,"39.991056, -81.28517"
45304,Arcanum,OH,39.990909,-84.53709,-5,1,"39.990909, -84.53709"
45656,Oak Hill,OH,38.879935,-82.58332,-5,1,"38.879935, -82.58332"
43251,Columbus,OH,39.969036,-83.011389,-5,1,"39.969036, -83.011389"
43953,Steubenville,OH,40.369467,-80.70251,-5,1,"40.369467, -80.70251"
44087,Twinsburg,OH,41.314655,-81.44441,-5,1,"41.314655, -81.44441"
44416,Ellsworth,OH,41.017082,-80.802854,-5,1,"41.017082, -80.802854"
45766,New Marshfield,OH,39.32502,-82.2586,-5,1,"39.32502, -82.2586"
44836,Green Springs,OH,41.249374,-83.05827,-5,1,"41.249374, -83.05827"
43072,Saint Paris,OH,40.123455,-83.95416,-5,1,"40.123455, -83.95416"
44501,Youngstown,OH,41.017082,-80.802854,-5,1,"41.017082, -80.802854"
43924,Noble,OH,39.764709,-81.537215,-5,1,"39.764709, -81.537215"
45334,Jackson Center,OH,40.446467,-84.04389,-5,1,"40.446467, -84.04389"
44681,Sugarcreek,OH,40.503332,-81.64879,-5,1,"40.503332, -81.64879"
43764,New Lexington,OH,39.717824,-82.19823,-5,1,"39.717824, -82.19823"
43915,Clarington,OH,39.759825,-80.88695,-5,1,"39.759825, -80.88695"
44036,Elyria,OH,41.401494,-82.077068,-5,1,"41.401494, -82.077068"
44126,Cleveland,OH,41.441697,-81.85738,-5,1,"41.441697, -81.85738"
45470,Dayton,OH,39.750471,-84.268593,-5,1,"39.750471, -84.268593"
45020,Hamilton,OH,39.440956,-84.575746,-5,1,"39.440956, -84.575746"
45419,Dayton,OH,39.713309,-84.16523,-5,1,"39.713309, -84.16523"
43002,Amlin,OH,40.05991,-83.18299,-5,1,"40.05991, -83.18299"
45221,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
45377,Vandalia,OH,39.889356,-84.2051,-5,1,"39.889356, -84.2051"
43464,Vickery,OH,41.404156,-82.92509,-5,1,"41.404156, -82.92509"
45448,Dayton,OH,39.750471,-84.268593,-5,1,"39.750471, -84.268593"
45846,Fort Recovery,OH,40.409441,-84.75912,-5,1,"40.409441, -84.75912"
43265,Columbus,OH,39.969036,-83.011389,-5,1,"39.969036, -83.011389"
43739,Glenford,OH,39.905157,-82.28507,-5,1,"39.905157, -82.28507"
45843,Forest,OH,40.782854,-83.52862,-5,1,"40.782854, -83.52862"
44214,Burbank,OH,40.965423,-82.00032,-5,1,"40.965423, -82.00032"
45636,Haverhill,OH,38.592446,-82.828817,-5,1,"38.592446, -82.828817"
43802,Adamsville,OH,40.090643,-81.86556,-5,1,"40.090643, -81.86556"
44264,Peninsula,OH,41.234388,-81.55114,-5,1,"41.234388, -81.55114"
45682,South Webster,OH,38.816072,-82.71455,-5,1,"38.816072, -82.71455"
45876,Ottoville,OH,40.931687,-84.33877,-5,1,"40.931687, -84.33877"
44656,Mineral City,OH,40.569177,-81.3359,-5,1,"40.569177, -81.3359"
44841,Kansas,OH,41.249535,-83.2966,-5,1,"41.249535, -83.2966"
44190,Cleveland,OH,41.685744,-81.672797,-5,1,"41.685744, -81.672797"
45553,West Union,OH,38.782131,-83.558044,-5,1,"38.782131, -83.558044"
43713,Barnesville,OH,39.989191,-81.17197,-5,1,"39.989191, -81.17197"
44108,Cleveland,OH,41.53715,-81.60905,-5,1,"41.53715, -81.60905"
44405,Campbell,OH,41.078058,-80.59243,-5,1,"41.078058, -80.59243"
43579,Tiffin,OH,41.425554,-84.395196,-5,1,"41.425554, -84.395196"
45274,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
45359,Pleasant Hill,OH,40.053483,-84.35202,-5,1,"40.053483, -84.35202"
45670,Wilkesville,OH,39.118117,-82.381351,-5,1,"39.118117, -82.381351"
43617,Toledo,OH,41.667361,-83.71609,-5,1,"41.667361, -83.71609"
44652,Middlebranch,OH,40.895057,-81.326195,-5,1,"40.895057, -81.326195"
44803,Amsden,OH,41.037511,-82.910552,-5,1,"41.037511, -82.910552"
44503,Youngstown,OH,41.100296,-80.64962,-5,1,"41.100296, -80.64962"
45171,Sardinia,OH,38.985368,-83.78542,-5,1,"38.985368, -83.78542"
44856,North Robinson,OH,40.792804,-82.85759,-5,1,"40.792804, -82.85759"
43791,White Cottage,OH,39.855474,-82.11492,-5,1,"39.855474, -82.11492"
